price,engine,cylinders,fuel,mileage,transmission,trim,body,doors,exterior_color,interior_color,drivetrain,car_age,make_model
63010.0,13,8.0,4,95.0,14,144,5,2.0,43,5,1,2,104
50030.0,64,8.0,4,1.0,27,118,5,4.0,102,5,1,1,101
42990.0,3,6.0,4,0.0,14,154,0,3.0,210,53,3,1,40
32635.0,8,4.0,4,0.0,6,98,6,4.0,130,41,2,1,15
46672.0,68,8.0,4,1.0,27,118,5,4.0,212,5,1,2,101
27450.0,71,4.0,4,10.0,27,67,6,4.0,66,59,0,1,48
34310.0,37,4.0,4,13.0,3,141,6,4.0,20,52,2,1,71
36190.0,2,3.0,4,7.0,23,33,6,4.0,135,27,0,1,9
57849.0,56,4.0,6,4.0,27,91,6,4.0,117,5,0,1,85
44615.0,88,4.0,4,9.0,14,107,6,4.0,6,27,0,1,29
34985.0,14,4.0,4,10.0,14,120,6,4.0,227,5,2,1,75
28867.0,74,4.0,4,10.0,27,73,6,4.0,108,5,1,1,61
53890.0,25,6.0,4,3.0,23,56,0,3.0,43,5,2,1,106
31190.0,14,4.0,4,10.0,14,44,6,4.0,84,5,2,1,75
35364.0,9,4.0,5,33.0,6,108,6,4.0,148,5,0,1,58
35885.0,9,4.0,5,15.0,6,81,6,4.0,31,5,0,1,58
85630.0,22,6.0,4,7.0,23,25,6,4.0,28,5,0,1,90
47530.0,62,6.0,4,5.0,14,71,6,4.0,70,32,1,1,63
58399.0,56,4.0,6,4.0,27,91,6,4.0,171,5,0,1,85
49632.0,10,8.0,4,2.0,27,64,5,4.0,161,41,1,1,16
55439.0,7,4.0,5,0.0,14,88,6,4.0,13,5,0,1,85
30618.0,8,4.0,4,11.0,12,4,6,4.0,62,34,0,1,116
35821.0,25,6.0,4,20.0,14,124,7,4.0,28,5,3,2,24
36083.0,25,6.0,4,20.0,14,124,7,4.0,223,5,3,2,24
98180.0,22,6.0,4,5.0,23,25,6,4.0,152,3,0,1,91
44604.0,9,4.0,5,5.0,6,96,6,4.0,1,5,0,1,26
32269.0,8,4.0,4,0.0,14,73,6,4.0,123,5,1,1,61
45051.0,9,4.0,5,5.0,6,96,6,4.0,96,5,0,1,26
57508.0,8,4.0,4,19.0,23,43,6,4.0,76,34,0,1,79
51803.0,46,6.0,4,1.0,27,34,0,3.0,142,25,3,1,38
52631.0,62,6.0,4,10.0,14,75,6,4.0,123,32,1,1,65
24680.0,2,3.0,4,5.0,6,64,6,4.0,49,41,2,1,19
54490.0,73,4.0,4,2.0,27,102,6,4.0,26,5,1,1,70
80095.0,81,6.0,0,20.0,27,68,5,4.0,80,5,1,1,104
44350.0,45,6.0,4,0.0,27,141,4,4.0,151,5,2,1,49
66375.0,43,6.0,4,17.0,27,56,0,3.0,43,5,2,2,107
57635.0,41,8.0,4,5.0,27,40,5,4.0,210,41,1,1,16
45300.0,42,6.0,4,25.0,21,142,3,4.0,79,12,2,2,21
28860.0,8,4.0,4,11.0,14,73,6,4.0,70,5,1,1,61
34637.0,8,4.0,4,54.0,23,51,6,4.0,96,5,0,1,26
50184.0,25,6.0,4,6.0,14,75,6,4.0,43,5,1,1,63
87190.0,23,6.0,4,12.0,14,128,6,4.0,220,32,1,1,68
55399.0,63,4.0,4,2.0,14,34,6,4.0,198,38,0,1,85
41391.0,9,4.0,5,7.0,6,75,6,4.0,226,34,0,1,58
30020.0,80,3.0,4,0.0,14,36,6,4.0,142,27,1,1,28
46835.0,13,8.0,4,19.0,14,93,6,4.0,225,5,0,2,25
66360.0,65,6.0,4,27.0,27,83,6,4.0,71,32,1,1,65
26500.0,33,4.0,4,15.0,29,114,6,4.0,177,15,2,1,96
53995.0,13,8.0,4,12.0,14,94,6,4.0,57,5,0,2,25
77645.0,22,6.0,4,9.0,14,84,6,2.0,90,27,1,1,78
58648.0,73,4.0,4,3.0,13,125,6,4.0,8,5,1,1,70
46450.0,25,6.0,4,42.0,23,143,4,4.0,43,5,0,1,21
41195.0,8,4.0,4,5.0,14,107,6,4.0,6,27,0,1,29
46791.0,25,6.0,4,12.0,27,131,5,4.0,29,5,1,1,62
47165.0,13,8.0,4,31.0,14,93,6,4.0,225,5,0,2,25
78695.0,74,4.0,4,12.0,9,28,6,4.0,185,5,0,1,2
115445.0,32,8.0,4,447.0,14,80,6,4.0,127,5,0,1,7
34182.0,8,4.0,4,0.0,14,73,6,4.0,43,5,1,1,61
38546.0,75,4.0,4,73.0,21,54,6,4.0,2,5,0,1,26
61865.0,13,8.0,4,0.0,14,144,5,4.0,43,5,1,1,103
26860.0,8,4.0,4,3.0,14,73,6,4.0,187,5,1,1,61
29826.0,8,4.0,4,6.0,14,74,6,4.0,43,5,1,1,61
42597.0,9,4.0,5,5.0,6,94,6,4.0,96,5,0,1,26
37135.0,7,4.0,5,399.0,27,121,6,4.0,173,52,2,1,71
52180.0,9,4.0,5,10.0,6,96,6,4.0,36,5,0,1,26
61506.0,73,4.0,4,3.0,27,32,6,4.0,71,32,1,1,64
37135.0,8,4.0,4,6.0,23,87,6,4.0,224,27,0,2,10
33590.0,69,4.0,5,0.0,29,115,6,4.0,5,29,2,1,30
41765.0,69,4.0,5,0.0,29,103,6,4.0,201,27,2,1,30
65416.0,41,8.0,4,5.0,32,65,5,4.0,192,41,1,1,16
43299.0,16,4.0,4,1.0,16,19,5,4.0,148,18,0,1,54
46835.0,13,8.0,4,5.0,14,93,6,4.0,58,5,0,2,25
47744.0,66,6.0,4,12.0,27,75,6,4.0,25,32,1,1,63
53455.0,30,6.0,4,0.0,14,75,6,4.0,220,32,1,1,65
